,quote_date,shop_code,item_id_raw,region,price,indicator_box,item_id,description
5687730,2005-02-01,2.0,212005,2.0,0.79000002,,212005,PURE ORANGE JUICE-1 LTR CARTON
5687880,1996-05-01,2.0,212005,2.0,0.58999997,,212005,PURE ORANGE JUICE-1 LTR CARTON
5687909,2006-02-01,2.0,212005,2.0,0.79000002,,212005,PURE ORANGE JUICE-1 LTR CARTON
5687951,1993-11-01,2.0,212005,2.0,0.64999998,,212005,PURE ORANGE JUICE-1 LTR CARTON
5688177,2003-07-01,2.0,212005,2.0,0.79000002,,212005,PURE ORANGE JUICE-1 LTR CARTON
5688341,1991-05-01,2.0,212005,2.0,0.70999998,,212005,PURE ORANGE JUICE-1 LTR CARTON
5688497,1995-10-01,2.0,212005,2.0,0.58999997,,212005,PURE ORANGE JUICE-1 LTR CARTON
5688521,1994-06-01,2.0,212005,2.0,0.49000001,,212005,PURE ORANGE JUICE-1 LTR CARTON
5688643,1993-09-01,2.0,212005,2.0,0.64999998,,212005,PURE ORANGE JUICE-1 LTR CARTON
5688678,2006-05-01,2.0,212005,2.0,0.79000002,,212005,PURE ORANGE JUICE-1 LTR CARTON
5688910,1989-01-01,2.0,212005,2.0,0.69,,212005,PURE ORANGE JUICE-1 LTR CARTON
5689125,1989-04-01,2.0,212005,2.0,0.69,,212005,PURE ORANGE JUICE-1 LTR CARTON
5689382,1994-05-01,2.0,212005,2.0,0.49000001,,212005,PURE ORANGE JUICE-1 LTR CARTON
5689395,1989-11-01,2.0,212005,2.0,0.62,,212005,PURE ORANGE JUICE-1 LTR CARTON
5689412,1990-04-01,2.0,212005,2.0,0.67000002,,212005,PURE ORANGE JUICE-1 LTR CARTON
5689684,1988-07-01,2.0,212005,2.0,0.36000001,,212005,PURE ORANGE JUICE-1 LTR CARTON
5689706,1996-01-01,2.0,212005,2.0,0.58999997,,212005,PURE ORANGE JUICE-1 LTR CARTON
5689904,1989-07-01,2.0,212005,2.0,0.67000002,,212005,PURE ORANGE JUICE-1 LTR CARTON
5689935,1991-05-01,2.0,212005,2.0,0.75,,212005,PURE ORANGE JUICE-1 LTR CARTON
5689936,2003-09-01,2.0,212005,2.0,0.79000002,,212005,PURE ORANGE JUICE-1 LTR CARTON
5689943,1995-02-01,2.0,212005,2.0,0.56999999,,212005,PURE ORANGE JUICE-1 LTR CARTON
5689952,1991-03-01,2.0,212005,2.0,0.75999999,,212005,PURE ORANGE JUICE-1 LTR CARTON
